Sentences,path
Әлі де жүздеген жас білім алып жатыр .,audio2/1074.wav
"Қазіргі уақытта тапсырыс берушіге , мердігерге және уәкілетті органдарға бұзушылықтарды жою туралы хаттар жіберілді .",audio2/1075.wav
Бірақ арада тепе-теңдік болуы қажет .,audio2/1076.wav
Айналма жолмен аяңдап жеткенше бес-алты сағат уақыт кетеді .,audio2/1077.wav
Атыраудағы әйелдер колониясының бастығы қамауға алынды .,audio2/1078.wav
"— Осы үйді бергізді , осы үйдің ішін ( іі ) кірсе шыққысыздық етіп , міне , өздерің көріп отырғандай жөндеп берді .",audio2/1079.wav
Былтырдың өзінде жиырма алты бүлдіршін осы жүйе бойынша жаңа отбасымен қауышқан .,audio2/1080.wav
Білім саласында сыбайлас жемқорлыққа қатысты әрекеттер өте көп .,audio2/1081.wav
"Айталық , « Клокстер » жобасы арқылы қызметкерлердің жұмысқа келіп-кету уақытын автоматты түрде анықтап отыруға болады .",audio2/1082.wav
"Айталық , Clockster жобасы арқылы қызметкерлердің жұмысқа келіп-кету уақытын автоматты түрде анықтап отыруға болады .",audio2/1083.wav
Барлық салада цифрландыру жүріп жатыр .,audio2/1084.wav
"Жұмыссыз жүргендерді оқытып , еңбекпен қамтып , жаппай кәсіпкерлікті дамыту — мұның бәрі Жастар жылы аясында жүзеге асырылған жобалар .",audio2/1085.wav
"Әріптестер , мендегі бар ақпарат осы . Сөз тізгіні өздеріңізде .",audio2/1086.wav
Жиынның басты тақырыбы да осы « Байқоңырды » дамыту мәселесі болмақ .,audio2/1087.wav
"Дәстүрлі рейдтің басты мақсаты — тиісті құжаты жоқ , сараптамадан өтпеген жарылғыш заттарды саудадан алыстату .",audio2/1088.wav
Басты себеп : өңделетін кен осы тәріздес басқа комбинаттардан артылмайды .,audio2/1089.wav
"Ал адам жүрген жерде амал да , айла да бар .",audio2/1090.wav
Жүз мың тоннасын саттық .,audio2/1091.wav
Үнді кинокомпаниясы елімізде толықметражды фильм түсіріп жатыр .,audio2/1092.wav
Алғашқысының қуаттылығы тәулігіне екі мыңдай мал басын құрайды .,audio2/1093.wav
"Егерде ( і ) өзінің ( іі ) тюбингімен или мынау конькиімен келген болса , ( і ) жаңағы , тегін сырғанайды .",audio2/1094.wav
"Оған байланыс , ақпараттандыру , « Электрондық үкімет » , мемлекеттік қызметтерді көрсету саласындағы мемлекеттік саясатты жүргізу функциялары беріледі .",audio2/1095.wav
Тілшіміз Бекен Әлирахым толықтырады .,audio2/1096.wav
"Қарапайым болып көрінуі мүмкін , бірақ таңба — ол жазу мен дыбыстау ғана емес .",audio2/1097.wav
Бірлестікке деген қызығушылық жыл сайын артып келеді .,audio2/1098.wav
Келешекте жолаушылар санын бір миллионға жеткізуді жоспарлап отыр .,audio2/1099.wav
Ілияс айтып отырған әннің жалғасы тақырыбымызды толықтырып тұрғандай .,audio2/1100.wav
"Түсірілім Алматы , Түркістан , Ыстамбұл қалаларында жүргізілді .",audio2/1101.wav
"Барлық саяси қарама-қайшылықтарды бір сәтке ұмытып , астаналық форум алаңында .",audio2/1102.wav
Және індеттен құлан таза айыққан науқастар да бар .,audio2/1103.wav
"Соның бәрін аламын да , Президентке барамын . Болды .",audio2/1104.wav
Алып шаһарды азық-түлікпен қамтамасыз етуге барынша атсалысуда .,audio2/1105.wav
Осылайша еліміз бойынша Ресей валютасының рекордты көрсеткіші тіркелді .,audio2/1106.wav
"Он мың отбасы талапқа сай болмағандықтан , тағайындалмаған .",audio2/1107.wav
"Соныменен күн , күн өтіп жатыр .",audio2/1108.wav
Жыл соңына қарай Иран мен Түрікменстан елдеріне жүк тасымалдана бастайды .,audio2/1109.wav
Сол мәселеде ( ыы ) жаңағы мұнай экспорттаушы елдер ортақ мәмілеге келе ме деген ( іі ) үміт бар .,audio2/1110.wav
"Сол ең болмаса мына телефондарға жіберсе , жағдайды айтып , түсінікті болар еді .",audio2/1111.wav
Бүгінгі күнде мынау осы жақта .,audio2/1112.wav
"Тұрған жері , тұрған үйі қауіпсіздік , қауіпті тұруға жарамсыз .",audio2/1113.wav
Тікұшақты басқарған елу жастағы Валентин Шитов басынан алған ауыр жарақат салдарынан жедел жәрдем жеткенше көз жұмды .,audio2/1114.wav
Қартайған адам әрі қарай қайда баруы мүмкін ?,audio2/1115.wav
Өткен жылы шекара арқылы өтетін тауарлардың тиісті есебін жүргізбегені үшін Қырғызстан жағына сын айтылған болатын .,audio2/1116.wav
Өңірдегі өзге де жаңалықтарға ойыссақ .,audio2/1117.wav
Тілләгүл Тасболатқызы атаулы әлеуметтік көмектің ақшасын жуырда алған .,audio2/1118.wav
Бірақ табиғи жағдайға байланысты тірек постын ашу ол өте көп шығын .,audio2/1119.wav
"Менің пікірім , денсаулық сақтау басқармасы бұл жағдайды уысынан шығарып алған .",audio2/1120.wav
Бөлім және тоқсан бойынша жиынтық бағалау деген жаңалық та ата-ананың көңіл хошын келтірмей отыр .,audio2/1121.wav
Облыс тұрғындары әлеуметтік салада жүргізіліп жатқан реформалар туралы толық түсініктеме алды .,audio2/1122.wav
Сонда бір жылда бір жарым миллион теңгені өзгенің қалтасына салып беруге мәжбүр боласыз .,audio2/1123.wav
"Гүлжан Марқабаева , Әлібек Әлиев , Алмас Омарғалиев , Руслан Жакеев .",audio2/1124.wav
"Алайда жеңін түріп , шиеленіскен жайтты шешуге кірісер жайы жоқ .",audio2/1125.wav
Қармақшы ауданы бойынша осындай төтенше жағдайлардың алдын алу мақсатында тоғыз жарым тонна ( іі ) жанар-жағармай қоры .,audio2/1126.wav
Мұндай мүмкіндікке Елбасының бастамасымен іске асқан « Сырдария арнасын реттеу және Арал теңізінің солтүстік бөлігін сақтау » жобасы аясында қол жетіп отыр .,audio2/1127.wav
"Саудадағы тауар түрлерін қайта қарап , серіктестігімізді арттыруға тың серпін беруіміз керек .",audio2/1128.wav
Қазіргі таңда оның жобалау-сметалық құжаты дайындалуда .,audio2/1129.wav
"Тұрғындар облыс тұрмақ , аудан орталығындағы аурухана , перзентхана , халыққа қызмет көрсету .",audio2/1130.wav
Алатау ауданына қарасты « Томирис » ықшамауданындағы бұл мектеп өркениетті елдің білім ордасына еш ұқсамайды .,audio2/1131.wav
Олардың көбі — Қытай азаматтары .,audio2/1132.wav
"Кәмелетке толмаған жеткіншектер жиналатын компьютер клубтары мен мейрамханаларды аралап , мезгілсіз уақытта жүрген оқушыларды анықтайды .",audio2/1133.wav
Емделу әрі кәсіп игеру .,audio2/1134.wav
Немесе екі мың жиырма екінші жылға қарай қырық төрт мың тонна сиыр етін және оны қайта өңдеу өнімдерін өсіру туралы .,audio2/1135.wav
Жергілікті атқарушы органдар мұны көптеген жайттардың ескерілмегендігімен түсіндірді .,audio2/1136.wav
"Толығырақ , әріптесім Нұрбек Байбосынның бейнематериалында .",audio2/1137.wav
Ал оның ақыры кейде бақытсыздыққа душар етіп жатады .,audio2/1138.wav
Осының барлығын осы ашық түрде сервистік әкімдік мүмкіндігі бар .,audio2/1139.wav
"Ал екі мың он тоғызыншы жылы Қазақстан Үкіметі , яғни .",audio2/1140.wav
Қостанайда осыдан үш жыл бұрын Кәсіпкерлер палатасы жағынан бизнес өкілдеріне қызмет көрсету орталығы ашылған болатын .,audio2/1141.wav
"Киіз үйдің ішіне жасына қарай жайғастырып , әр бұйым туралы әңгімелеп береді .",audio2/1142.wav
"Оның барлығын мен шешіп , шегендеп , келер ұрпаққа ол мәселені алып тастадым .",audio2/1143.wav
"Өздеріңіз білесіздер , судың деңгейі казір төмен .",audio2/1144.wav
Жалпы алты жатақхана салынады .,audio2/1145.wav
Кейін екінші көтергіш орнатамыз .,audio2/1146.wav
"Мысалы , адамның әртүрлі ауруларына байланысты тамырларында бір жерлерінде тромб көрінбей тұратын болса .",audio2/1147.wav
"Ал отандастарымызға ғана емес , шетелдіктерге де заң саласында кеңес беріп жүрген Әйгерім Берекешова : « Өмірге деген сенімділік жетістікке жеткізеді » , — дейді .",audio2/1148.wav
"Азамат Алдоңғаров , Бақыт Чермашев , « Қорытынды жаңалықтар » .",audio2/1149.wav
Сондай-ақ азық-түлік пен қажетті тауарларды алуға бағытталады .,audio2/1150.wav
"Арайлым Жақсылыққызы , Надежда Дрейгал , Дмитрий Лукша , Вадим Чех , Прага , Чехия .",audio2/1151.wav
Жаңа Президенттің келуімен арадағы достық сол күйі сақталады деп ойлаймыз .,audio2/1152.wav
Қордайдағы оқиғаның себебі мен салдары осыдан төрт жыл бұрын жүргізілген зерттеулерде де анық байқалғанын айтады .,audio2/1153.wav
Азаматтарымызды толғандырған нақты мәселелер жергілікті деңгейде шешілуі тиіс .,audio2/1154.wav
"Қазір Үкіметтің басшысына тапсырма берілді , тез уақытта соларды орнына қайтарып .",audio2/1155.wav
Жамбыл облысы Байзақ ауданында тұратын Кабировтар отбасы қиындыққа тап болғандарға көмек қолын созуды әдетке айналдырған .,audio2/1156.wav
"Ер атанған медбике Күмісай Тұманова басын қауіпке тігіп , қырық бір адамды қалай құтқарғанын еске алды .",audio2/1157.wav
Осы жылдың ішінде біз қалай да болса да аэропорттың реконструкциясын бастаймыз .,audio2/1158.wav
Күніне бес көрпенің қабын тігуге болады .,audio2/1159.wav
"Әрине , бұл жерде біздің кейбір емле қателері туралы ескертпелеріміз бар .",audio2/1160.wav
Халықты алаңдатқан мәселелермен жақынырақ танысып жатыр .,audio2/1161.wav
Ел аймақтарымен қатар көрші мемлекеттермен де алыс-беріс пен барыс-келіс арта бастады .,audio2/1162.wav
Қалада қазір жүзге жуық бейнебақылау камерасы орнатылған .,audio2/1163.wav
Енді құдыққа да бармайсың .,audio2/1164.wav
Мәдениет министрлігі мен жергілікті әкімшіліктің келісімімен барлығы бастапқыдай қалпына келтіріледі .,audio2/1165.wav
"Ұлан , қайырлы күн ! Сұңқарлықтардың жағдайы қалай ?",audio2/1166.wav
Жыл басынан елордадағы сауда сөрелерінен отыз сегіз тонна жарамсыз тауар табылған .,audio2/1167.wav
"Ал олардың өсуі үшін , ( ы ) бір жағынан , халықаралық тәжірибені де зерттеу керек .",audio2/1168.wav
Енді халық адырап қалған сияқты .,audio2/1169.wav
Енді жағажайға баратын туристерден дуалдан өтерде ақы алып отыр .,audio2/1170.wav
Бірақ тәуелсіздік алған соң Нұрсұлтан Назарбаевтың бастамасымен Түркі тілдес мемлекеттердің ынтымақтастық кеңесі құрылды .,audio2/1171.wav
Алдағы уақытта біздің жұмысымыз басталады .,audio2/1172.wav
Көпшілікке мол табыс табудың жолын ұсынған компания кез келген мүлікті нарық құнынан отыз пайыз жоғары бағада алып .,audio2/1173.wav
Бірақ олардың біреуінде ғана браконьерлер жазаға тартылған .,audio2/1174.wav
Бүгін Алматыда дәстүрлі цифрлық форум басталды .,audio2/1175.wav
"Олар демпинг жасап , билет бағасын әдейі арзандатып тастауы мүмкін .",audio2/1176.wav
Осылайша кәсіпкер зауытты салуға жұмсаған қаржысын сол өнімдерді сату арқылы қайтарып алуды жоспарлап отыр .,audio2/1177.wav
"Құрғақ уәде бермей , нақты істерді жүзеге асыру .",audio2/1178.wav
"Өйткені сырт елдерден тартылатын инвестиция да , экономиканың дамуы да .",audio2/1179.wav
Шаһар ішінде аппақ автобустар жолға шықты .,audio2/1180.wav
"Сондықтан түрлі пікірлерге қарамастан , ең алдымен тәуелсіздік іргетасының мықты болуын ойлауымыз керек .",audio2/1181.wav
Қазақстан Президенті Қасым-Жомарт Тоқаев қыркүйектің он бірі – он екісі күндерінде жоспарланған Қытайға мемлекеттік сапары қарсаңында осы елдің « СиСиТиВи » телеарнасына сұхбат берді .,audio2/1182.wav
Қазақстан Президенті Қасым-Жомарт Тоқаев қыркүйектің он бірі – он екісі күндерінде жоспарланған Қытайға мемлекеттік сапары қарсаңында осы елдің CCTV телеарнасына сұхбат берді .,audio2/1183.wav
Астықты аймақта нан бағасы қымбаттады .,audio2/1184.wav
"Қазір Алматы , Жамбыл , Түркістан және Қызылорда облыстарында қапырық байқалады .",audio2/1185.wav
Бүгінде батырдың туған жерінде ұлықтау шаралары қолға алынып жатыр .,audio2/1186.wav
« Жұлдызды жекпе-жектің » жаңа маусымында он екі әнші бақ сынайды .,audio2/1187.wav
"Көңілімізден шықты , біз де туындыны дереу түрік тіліне аударып жарияладық .",audio2/1188.wav
Бүгін өңірлік коммуникациялар қызметінде өткен брифингте энергиямен жабдықтаушы мекеме осылай деп мәлімдеді .,audio2/1189.wav
"Гүлжан Көленқызы , Валентин Лобанов , « Қорытынды жаңалықтар » , Алматы .",audio2/1190.wav
Ақтоғай селосынан Балқаш қаласына бара жатқан жедел жәрдем көлігі .,audio2/1191.wav
Ел намысын халықаралық дәрежеде қорғағым келеді .,audio2/1192.wav
"Отыз жеті қылмыстық іс қозғалып , отыз екі адам ұсталған .",audio2/1193.wav
Жаңа жобаның орыс тілінде шығуының өзіндік себебі бар .,audio2/1194.wav
Ұшақ бортына тоқсан үш адамның көтерілгені белгілі болды .,audio2/1195.wav
"Құдайбергеновке жиырма жыл , ал Толыбаеваға төрт жыл үкім шығаруды сұраған еді .",audio2/1196.wav
Сондай-ақ әр туындының жарыққа шығу тарихы мен нотасы орналастырылған .,audio2/1197.wav
"« Ұлттық өнер » дегенде делебесі қозбайтын қазақ жоқ шығар , сірә .",audio2/1198.wav
Алдағы уақытта дүниежүзінде ядролық медицина бағыты қарқынды дамиды .,audio2/1199.wav
"Міне , қазіргі білім беру жүйесіндегі негізгі проблема осы .",audio2/1200.wav
"Әрқайсысының артында үлкен ұжым , не болмаса үлкен тәжірибе тұр .",audio2/1201.wav
"Ол , мысалы , сапрофит есебінде саналады .",audio2/1202.wav
Өйткені олар алаяқтық сипатта болуы мүмкін .,audio2/1203.wav
Сонымен бірге ( іі ) бір сан ( с ) сындарлы ( і ) кезең болды .,audio2/1204.wav
"Тағы бірі мешіт салып , спорттық алаңдар ашып , ауыл-аймақты гүлдендіруге атсалысуда .",audio2/1205.wav
"Қайталап айтайын , басты талап — отбасының бір айлық табысы әр адамға шаққанда ең төменгі күнкөріс деңгейінен , яғни жиырма тоғыз мың алты жүз тоқсан сегіз теңгеден кем болса , осы жәрдемақы төленеді .",audio2/1206.wav
"Айта кету керек , ниет танытып шақырту жіберген — Қытай тарапы .",audio2/1207.wav
"Бұл заң жобасы жетілдіріліп , қабылданған күннің өзінде өзгерістерге ұшырайтыны белгілі .",audio2/1208.wav
"Негізі , приютте Юсуф деген , Халил , негізі , аты .",audio2/1209.wav
Ол үшін бірлік керек .,audio2/1210.wav
Азамат Әбілқайырдың материалын тыңдап көрейік .,audio2/1211.wav
"Тендер ойналып ( ыы ) ұтыс болғаннан кейін жаңағы ( ыы ) , келісімшарт жасалып , ( ыы ) подряд мекеме болып арқылы тазаланады .",audio2/1212.wav
"Дарын иесінің жұлдызы қалай тез жанса , солай тез сөнді .",audio2/1213.wav
"« Осы күнге дейін алпыс бес жәрмеңке ұйымдастырылды » , — дейді мамандар .",audio2/1214.wav
"« Тіршілік нәріне толуы осы жұмыстарға тікелей байланысты » , — дейді мамандар .",audio2/1215.wav
Баланы бауыр етіндей көретін біздің жұрт үшін бұл көрсеткіш қандай дәйектерге сүйеніп жасалады екен ?,audio2/1216.wav
Тек үйде бөлмелерді әрдайым желдетіп отыру керек .,audio2/1217.wav
Ал балабақшада егілмеген балалар саны ұжымдық иммунитет деңгейінен төмен болмауы қажет .,audio2/1218.wav
"Бірі ұрпағымызды химиялық қарудың құрбаны етсе , енді бірі атадан мирас болған кәсіптен мәңгілік қол үзуге итермеледі .",audio2/1219.wav
Бүгін қытай әуекомпаниялары « Боингтың » бұл түрімен ұшуды түгел тоқтатқанын мәлімдеді .,audio2/1220.wav
Бүгін қытай әуекомпаниялары Boeing-тың бұл түрімен ұшуды түгел тоқтатқанын мәлімдеді .,audio2/1221.wav
Форумға дайындық аясында осындай қызу жұмыс он үш қоғамдық орында жүргізілуде .,audio2/1222.wav
Және несиенің қайтарым уақыты жиырма жылға саналып беріледі .,audio2/1223.wav
"Балалардың үлкені жетінші сыныпта оқыса , қалған үшеуі бөбекжайға барады .",audio2/1224.wav
Сол кезде отыз бір ауыл арнайы құрылды .,audio2/1225.wav
"Онда бес жүз карта бар екенді , онда не бар не жоқ енді , оның барлығы әрі үлкен ғылым .",audio2/1226.wav
Екі балам бар .,audio2/1227.wav
"Биыл тасымалданатын бақылау пункттерінің тізімі жойылды , ол арқылы халықаралық көліктік тасымал кітапшалары арқылы жүктер тасымалданады .",audio2/1228.wav
Осы жылыту маусымына дейін кейбір көшелерге газ беруге тырысамыз .,audio2/1229.wav
Қазір су тасқынының алдын алуға жан-жақты дайындық жұмыстары жүргізіліп жатыр .,audio2/1230.wav
"Енді бірақ та бір , ( ыы ) өкінішке орай , ( ы ) қарымыз аздау , желтоқсанымыз жылы .",audio2/1231.wav
Көптеген жер жұмыстары дұрыс жасалмаған анықтау кезінде .,audio2/1232.wav
Енді сырты әрленіп жатыр .,audio2/1233.wav
Сорпа қайнатып ішу үшін тауық етін алуға тура келеді .,audio2/1234.wav
Көп еңбек жасады жігіттер .,audio2/1235.wav
"Гүлжан Көленқызы , Нұрдәулет Жақсыбаев , « Қорытынды жаңалықтар » , Алматы .",audio2/1236.wav
( і ) Автобус жүрмейді .,audio2/1237.wav
Бүгін Қостанай облысының Фёдоров ауданы тұрғындарына Тәуелсіздік күні мерекесіне ерекше тарту жасады .,audio2/1238.wav
"Көп ( ссы ) капиталды қажет ететін жобалар көлік және инфрақұрылым , энергетика және тұрғын үй салаларында .",audio2/1239.wav
Сіз университеттің екі атағын қатар иеленген жалғыз шетелдік қайраткерсіз .,audio2/1240.wav
Бұл бағытта он бес жыл көлемінде ауқымды жұмыстар атқарылған .,audio2/1241.wav
Бірақ кейін ресейлік валютаның бағамы қайта көтеріле бастады .,audio2/1242.wav
Барлық шикізат зауыттың өндірістік және техникалық зертханасында қоректік және қауіпсіздік көрсеткіші бойынша мұқият талдаудан өтеді .,audio2/1243.wav
"Атап айтсақ , такси , шаштараз , химиялық тазалау қызметінің бағасы да көтерілді .",audio2/1244.wav
Ал театр — мәдениеттің ең басты ошағы һәм ұйытқысы .,audio2/1245.wav
Алайда екі жүз елу студентке орын жетпей қалды .,audio2/1246.wav
Билік тармақтары арасындағы өкілеттіктер қайта бөлінді .,audio2/1247.wav
Біз мұқтаждық пен масылдықтың ара-жігін ажырата білуіміз керек .,audio2/1248.wav
"Руслан Бақытбекұлы , Тимур Сейілхан , Руслан Ахатіллә , « Қорытынды жаңалықтар » Жамбыл облысынан .",audio2/1249.wav
"Еуропадан эксперттер келді , Польшадан эскперттер келді біздің кәсіпорынға .",audio2/1250.wav
Елбасы бірінші кезекте аудан орталықтары мен ауыл-аймақтардағы емханаларды тиісті құрал-жабдықпен қамтамасыз етуді тапсырған болатын .,audio2/1251.wav
« Біздің әр уақытта жұлдызымыз жарқырай берсін » деп осы қазіргі Елтаңбадағы жұлдызды қадаған біздің Елбасымыз еді .,audio2/1252.wav
Қазіргі таңда сот үкімінің заңдылығы мен негізділігі зерделенуде .,audio2/1253.wav
Елеулі оқиғалар болған .,audio2/1254.wav
Қазір елордада мемлекеттік жәрдемақы алатын он алты мың отбасы тіркелген .,audio2/1255.wav
"Президент ғарыштан түсірілім жасап , жерді цифрландыру қажеттігін айтқан еді .",audio2/1256.wav
"Қандай құжаттар керек болады , өзгертулер болады соны біліп кетіңіздер деді .",audio2/1257.wav
Сол жоспарға сай жұмыстар толық орындалды .,audio2/1258.wav
"Қазақстан Президенті Парсы шығанағы аймағындағы ахуалдың күрт шиеленісуіне алаңдаушылық білдіріп , Ақордада арнайы кеңес өткізді .",audio2/1259.wav
"Уақыт көп өткен жоқ , дегенменен істеліп жатқан жұмыстардың мен қалай басталғанын мен тыңдағым келеді .",audio2/1260.wav
Дөп басып айта алмаймын .,audio2/1261.wav
— Қазақстан — Орталық Азиядағы ірі мемлекет .,audio2/1262.wav
Өткен жылы Арал ауданынан үш мың тоннадай су маржаны шетелге экспортталған .,audio2/1263.wav
"Ұлы Тұран даласына Ислам дінін насихаттап , таралуына тер төккен ғұламалар көп .",audio2/1264.wav
"Негізі , майы болар-болмас .",audio2/1265.wav
"Мерекелік шараға келген британиялықтар ұлттық тағамдарымыздан дәм татып , әдет-ғұрпымызбен танысты .",audio2/1266.wav
Су бөгетінің құрылысына екі ел тарапынан жалпы сомасы он бір миллиард жеті жүз миллион теңге бөлінген .,audio2/1267.wav
« Менің полициям мені қорғайды » деген қанатты сөзді бүгін біз қаймықпай айта аламыз ба ?,audio2/1268.wav
"Сайлаушылардың жетпіс бүтін жүзден тоқсан алты процент дауысын жинап , жеңіске жеткен болатын .",audio2/1269.wav
"Педагогика ғылымдарының докторы , профессор Камалбек Беркімбаев : Ұлы ойшылдың идеяларын оқып қана қоймай .",audio2/1270.wav
"« Ауа райы қолайсыз болды » , — дейді .",audio2/1271.wav
"« Қазір бұлар тиісті деңгейде іске асып жатқан жоқ » , — деді Нұрсұлтан Назарбаев .",audio2/1272.wav
Биылғы жыл қырғыз елі үшін өте жауапты болды .,audio2/1273.wav
Бұл халықаралық « ИТЭР » жобасында аса маңызға ие .,audio2/1274.wav
Бұл халықаралық ITER жобасында аса маңызға ие .,audio2/1275.wav
"« Бірінші кезекте Мемлекет басшысы жүктеген ақша-несие саясатын жетілдіру , банк секторын сауықтыру , баға тұрақтылығы мен экономикалық өсім арасындағы тепе-теңдікті сақтау сынды міндеттерді жүзеге асыру керек » , — деді Әсет Исекешев .",audio2/1276.wav
Бұл шешім турасын айтқанда қоғамды алакөңіл етпеудің қамы .,audio2/1277.wav
"Мамандардың айтуынша , құсты еркіне жібермеу үшін мұндай әдіс жиі қолданылады екен .",audio2/1278.wav
"Оның « А » типті айтатын болсақ — тоқсан бес жағдай , ( аа ) « Б » типті — жүз бір жағдай тіркелді .",audio2/1279.wav
Алматы қаласы және Алматы облысынан сексен алты жедел жәрдем бригадасы ( а ) тартылған .,audio2/1280.wav
Осыған орай салааралық комиссия құрылған .,audio2/1281.wav
"Зейін , ал Қарағанды мен ( і ) Балқаш қаласының арасын жалғап жатқан автобан құрылысы биыл мезгілінен кеш басталыпты .",audio2/1282.wav
Олар мұнда қайта келуді көздеген .,audio2/1283.wav
Сағат тілі сегіз жарым болды .,audio2/1284.wav
Ал президенттер осы құжаттарды нәтижелі жүзеге асыру үшін бірлескен мәлімдемеге қол қойды .,audio2/1285.wav
Ол үйлердің де саны көбейіп жатыр .,audio2/1286.wav
Маманның жауабы осындай болды .,audio2/1287.wav
Жаңа әліпбиге дайынсың ба өзің ?,audio2/1288.wav
Әлемде бұл өнімге деген сұраныс аса жоғары .,audio2/1289.wav
"« Бұл , расында да , өте қолайлы екен » , — дейді Ләйлә Мұсаипова .",audio2/1290.wav
Қала сыртындағы полигонның пайдалану мерзімі биыл аяқталады .,audio2/1291.wav
Сомен шыққан кезде уже бәрі жатыр .,audio2/1292.wav
Бүгін бар болғаны үш-ақ сатып алушы келді .,audio2/1293.wav
"Салынатын бөгеттің ұзындығы бес жүз отыз төрт , биіктігі елу метрді құрайды .",audio2/1294.wav
"Ең қуаныштысы мұның бәрін қазақстандық жастар , отандық компаниялар ұсынып отыр .",audio2/1295.wav
Бұл зұлымдыққа толы лаңкестік шабуыл қасиетті мұсылман мерекесі Құрбан айт қарсаңында жасалғаны жан түршігерлік жағдай .,audio2/1296.wav
Жалпы әлемде түрлі модификациядағы « Ми-сегіз » тікұшағының алты жүз отыз төрт апаты тіркелген .,audio2/1297.wav
Екінші деңгейлі банкте шотыңыздағы жинақтың әрбір жылы үшін екі балдан беріледі .,audio2/1298.wav
Әзірге отыз гектарға сәбіз бен отыз мың гектар жерге көпжылғы шөп егілді .,audio2/1299.wav
Бастапқы кезеңде екі шақырым жол құрылысын жүргізуге қаражат бөлініпті .,audio2/1300.wav
"Солардың бірі — Орал қаласы , Ветёлки аулының тұрғындары .",audio2/1301.wav
Оны отыз жылдан кейін ашуға болады .,audio2/1302.wav
Мектепке қажет киім-кешектің нарықтағы бағасы және қандай тиісті көмек болатыны туралы әріптесім Индира Жылқайдарова толықтырады .,audio2/1303.wav
"Сонда олар мына өзі сияқты мүгедекті көріп отырса , ол да ойланады : « Әй , мен неге істей алмаймын , мен оны істеймін ? » .",audio2/1304.wav
Есілдің үстінен көпір салып жатқан бір топ құрылысшы Еңбек министрлігі мен .,audio2/1305.wav
Білім алуға ұмтылатын өте қабілетті жастарымыз жеткілікті .,audio2/1306.wav
Президент Қасым-Жомарт Тоқаев Біріккен Ұлттар Ұйымы Тұрақты даму мақсаттары жөніндегі жоғары деңгейдегі форумында осындай бастама көтерді .,audio2/1307.wav
Сол екі күннің ішінде жұмысқа орналасатын болады .,audio2/1308.wav
"Айталық , екі мың он алтыншы жылы сыртқа тасымалданған тауарлардың үлесі отыз төрт процент болса .",audio2/1309.wav
Осылайша қордаланған мәселелердің шешілу жолын қарастырады .,audio2/1310.wav
"Ақысын төлесең , санаулы сағатта жеткізіп беретінін айтты .",audio2/1311.wav
Ел жаңалықтарына оралайық .,audio2/1312.wav
"Мамандар : « Апаттың нақты себебі туралы айту әзірге ерте » , — деп отыр .",audio2/1313.wav
Бүгін Мемлекет басшысы Қасым-Жомарт Тоқаев Қазақстан халқына жариялаған жолдауында жергілікті билік органдары жұмысының тиімділігін халық бағалайтын жүйені пилоттық жоба ретінде енгізуді ұсынды .,audio2/1314.wav
Бірақ ақшалай аударым жасады оларға .,audio2/1315.wav
"Одан жоғары болса , тіпті жақсы .",audio2/1316.wav
Жиырма жеті жолаушы жарақат алған .,audio2/1317.wav
Көктемгі суды алып соны жаңағы қажетті суармалы жерлерге су жеткізу үшін .,audio2/1318.wav
Қазірде бағдарламаларға қатысуға ниетті азаматтар өте көп .,audio2/1319.wav
Өнімділік отыз процентке өсті .,audio2/1320.wav
Кен Клайд — АҚШ азаматы .,audio2/1321.wav
Тақырыпты тілшіміз талдап көрді .,audio2/1322.wav
"Туристер көп емес , ал тұрғындар үйден шықпауды жөн көреді .",audio2/1323.wav
Осы тұрғын үй кешеніне қонаққа барған Амаль Ибрагимова суретке түсіріп алған .,audio2/1324.wav
Сондықтан осы бөлінген қаржы жаңғырту жұмыстарына жұмсалады .,audio2/1325.wav
"Әрекетінен сезіктеніп , көлігін уақытша сақтау қоймасына кіргізіп , тексердік .",audio2/1326.wav
Бұл негізін Нұрсұлтан Назарбаев салған жаһандық гуманитарлық жобалардың бірі ғана .,audio2/1327.wav
"Мұндай нысандарды қалай салып , қалай басқаруды білеміз .",audio2/1328.wav
"Өйткені зейнетақысының басым бөлігін дәрі-дәрмек сатып алып , коммуналдық төлемдерді өтеуге жұмсайды екен .",audio2/1329.wav
"Бұл мәліметтер Қызылордада өткен тіс дәрігерлерінің облыстық семинарында ( айта ) айтылып , саладағы кенжелеп қалған түйткілдер талқыланды .",audio2/1330.wav
Инфекция үш италиялық туристен анықталған .,audio2/1331.wav
Тұрақтылық пен дамуымыздың кепілі болған татулық пен бірлікті бәрінен жоғары қойған абзал .,audio2/1332.wav
Бұл — Жамбыл көшесінің екінші бөлігі .,audio2/1333.wav
Биылдан бастап толық іске қосылған жүйе жайында әріптесім Айдарбек Айтмұханбетұлы айтып берсін .,audio2/1334.wav
Екі жүз елу студентті жатақханамен қамтамасыз ете алмаған Қаныш Сәтбаев атындағы .,audio2/1335.wav
Біздің реттеуші аясында екі жүзден астам компанияның тіркелуіне келсек .,audio2/1336.wav
Артында тұр осы жерде .,audio2/1337.wav
Сондай-ақ волонтёр студенттерге қосымша стипендия беріледі немесе пән кредиттерін жабуға рұқсат етіледі .,audio2/1338.wav
Ауқымды еңбекті талап етеді .,audio2/1339.wav
